0.5, 0.949999988079071, 0.8999999761581421
0.800000011920929, 1.0, 1.0
0.8999999761581421, 0.8500000238418579, 0.949999988079071
1.0, 1.0, 1.0
0.8999999761581421, 0.8500000238418579, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 0.3499999940395355
0.15000000596046448, 1.0, 0.949999988079071
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 0.949999988079071, 1.0
0.949999988079071, 0.8500000238418579, 0.949999988079071
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.8500000238418579, 0.949999988079071, 0.949999988079071
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 0.949999988079071, 0.949999988079071
1.0, 1.0, 1.0
0.8999999761581421, 1.0, 1.0
0.8999999761581421, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 0.949999988079071
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 0.949999988079071
0.949999988079071, 0.949999988079071, 1.0
1.0, 1.0, 1.0
0.8999999761581421, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
0.8999999761581421, 0.949999988079071, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.8999999761581421, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 0.25, 0.25
0.699999988079071, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.949999988079071, 0.8999999761581421
1.0, 1.0, 1.0
0.949999988079071, 1.0, 1.0
0.8999999761581421, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 0.949999988079071, 0.949999988079071
1.0, 1.0, 1.0
1.0, 1.0, 1.0
0.949999988079071, 0.949999988079071, 1.0
0.949999988079071, 0.949999988079071, 0.8500000238418579
0.949999988079071, 0.949999988079071, 1.0
0.949999988079071, 1.0, 1.0
0.949999988079071, 1.0, 1.0
0.949999988079071, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 1.0, 1.0
