Folder,Model,Batch,Epoch,Acc,Val Acc;Peach,0,0,0,0.513671875,0.5013275146484375
Peach,0,0,1,0.562957763671875,0.741424560546875
Peach,0,0,2,0.80316162109375,0.5826187133789062
Peach,0,0,3,0.8771209716796875,0.6325836181640625
Peach,0,0,4,0.8829269409179688,0.6036453247070312
Peach,0,1,0,0.7086181640625,0.48677825927734375
Peach,0,1,1,0.6471786499023438,0.6664505004882812
Peach,0,1,2,0.7521820068359375,0.6251373291015625
Peach,0,1,3,0.7694625854492188,0.6162490844726562
Peach,0,1,4,0.7804946899414062,0.618499755859375
Peach,0,2,0,0.8256454467773438,0.8307418823242188
Peach,0,2,1,0.79461669921875,0.8616180419921875
Peach,0,2,2,0.8634033203125,0.8211212158203125
Peach,0,2,3,0.8847732543945312,0.82806396484375
Peach,0,2,4,0.8916473388671875,0.8264007568359375
Peach,0,3,0,0.8434677124023438,0.8463821411132812
Peach,0,3,1,0.8644332885742188,0.7964935302734375
Peach,0,3,2,0.881744384765625,0.7908554077148438
Peach,0,3,3,0.8871841430664062,0.8020858764648438
Peach,0,3,4,0.8545761108398438,0.78472900390625
Peach,0,4,0,0.8509750366210938,0.8126602172851562
Peach,0,4,1,0.8788604736328125,0.7916183471679688
Peach,0,4,2,0.888214111328125,0.7865524291992188
Peach,0,4,3,0.89215087890625,0.7863845825195312
Peach,0,4,4,0.895599365234375,0.7862625122070312
Peach,0,5,0,0.8614730834960938,0.7514801025390625
Peach,0,5,1,0.8868942260742188,0.7486648559570312
Peach,0,5,2,0.8886184692382812,0.7521591186523438
Peach,0,5,3,0.8921127319335938,0.774017333984375
Peach,0,5,4,0.8849868774414062,0.780548095703125
Peach,0,6,0,0.7927398681640625,0.7099609375
Peach,0,6,1,0.84442138671875,0.773956298828125
Peach,0,6,2,0.8624420166015625,0.82501220703125
Peach,0,6,3,0.8738632202148438,0.886688232421875
Peach,0,6,4,0.8485946655273438,0.875579833984375
Peach,0,7,0,0.779083251953125,0.6635208129882812
Peach,0,7,1,0.8612289428710938,0.8844146728515625
Peach,0,7,2,0.8711776733398438,0.8975601196289062
Peach,0,7,3,0.8899765014648438,0.8885345458984375
Peach,0,7,4,0.900115966796875,0.8934249877929688
Peach,0,8,0,0.8662567138671875,0.8514938354492188
Peach,0,8,1,0.8635330200195312,0.8288803100585938
Peach,0,8,2,0.7683029174804688,0.808135986328125
Peach,0,8,3,0.7890625,0.793304443359375
Peach,0,8,4,0.859405517578125,0.72174072265625
Peach,0,9,0,0.8941802978515625,0.8190383911132812
Peach,0,9,1,0.8975677490234375,0.8540267944335938
Peach,0,9,2,0.9012451171875,0.8680572509765625
Peach,0,9,3,0.9045867919921875,0.8661956787109375
Peach,0,9,4,0.905517578125,0.8671875
