Folder,Batch,Corrected Batch,Model,Acc1,Acc2,Acc3,Acc4,Acc5,Acc6,Acc7,Acc8,Acc9,Acc10,Avg Last 3,Val Acc1,Val Acc2,Val Acc3,Val Acc4,Val Acc5,Val Acc6,Val Acc7,Val Acc8,Val Acc9,Val Acc10,Avg Last 3
Orange,248,49,3,0.72756958,0.789901733,0.836837769,0.880081177,0.898834229,0.911392212,0.922180176,0.925888062,0.928939819,0.930511475,0.928446452,0.333862305,0.214996338,0.303543091,0.692001343,0.780517578,0.816482544,0.823867798,0.829208374,0.834335327,0.83644104,0.833328247
Orange,249,50,3,0.918609619,0.921356201,0.921386719,0.922119141,0.922058105,0.91986084,0.918884277,0.919281006,0.920150757,0.920547485,0.919993083,0.647125244,0.656692505,0.677352905,0.665985107,0.712188721,0.639694214,0.747665405,0.686553955,0.753845215,0.70916748,0.716522217
Orange,250,51,3,0.933074951,0.935821533,0.938949585,0.9425354,0.944290161,0.945236206,0.946075439,0.946365356,0.947128296,0.947341919,0.94694519,0.961303711,0.962753296,0.962524414,0.961532593,0.960678101,0.961395264,0.961669922,0.961517334,0.96182251,0.963897705,0.962412516
Orange,251,52,3,0.930435181,0.93132019,0.931427002,0.931060791,0.930786133,0.931289673,0.931106567,0.931427002,0.931274414,0.931625366,0.931442261,0.715377808,0.709884644,0.724456787,0.67565918,0.707397461,0.70098877,0.73097229,0.684432983,0.727645874,0.703140259,0.705073039
Orange,252,53,3,0.919158936,0.931182861,0.931243896,0.931350708,0.931732178,0.931869507,0.93196106,0.931793213,0.931915283,0.932220459,0.931976318,0.805435181,0.696273804,0.706771851,0.669830322,0.683395386,0.649871826,0.685958862,0.656661987,0.690536499,0.665817261,0.671005249
Orange,253,54,3,0.921966553,0.925827026,0.925994873,0.925872803,0.926498413,0.926345825,0.926544189,0.926773071,0.9269104,0.926651001,0.926778158,0.953842163,0.951034546,0.951461792,0.951004028,0.952270508,0.951004028,0.951553345,0.951141357,0.951705933,0.951004028,0.951283773
Orange,254,55,3,0.890075684,0.905593872,0.910430908,0.912963867,0.91368103,0.914230347,0.91456604,0.91444397,0.912307739,0.908508301,0.911753337,0.87638855,0.877365112,0.877639771,0.877929688,0.877609253,0.878250122,0.878509521,0.880706787,0.879501343,0.889007568,0.883071899
Orange,255,56,3,0.893783569,0.903320313,0.889511108,0.871688843,0.896209717,0.907989502,0.910171509,0.912734985,0.913040161,0.912918091,0.912897746,0.534210205,0.532409668,0.673873901,0.580078125,0.633666992,0.668487549,0.754837036,0.770996094,0.781066895,0.77897644,0.777013143
Orange,256,57,3,0.882888794,0.89932251,0.906326294,0.908340454,0.908889771,0.909835815,0.910079956,0.909286499,0.908004761,0.908599854,0.908630371,0.589797974,0.617919922,0.652740479,0.690933228,0.716674805,0.734909058,0.755447388,0.771957397,0.768112183,0.793746948,0.777938843
Orange,257,58,3,0.900115967,0.916412354,0.921768188,0.92199707,0.922119141,0.92225647,0.922363281,0.922348022,0.922653198,0.922668457,0.922556559,0.927764893,0.93145752,0.929138184,0.930633545,0.931610107,0.93359375,0.934494019,0.933776855,0.936416626,0.937057495,0.935750326
Orange,258,59,3,0.903747559,0.913238525,0.919143677,0.923828125,0.928848267,0.933135986,0.938323975,0.941497803,0.945007324,0.946578979,0.944361369,0.938873291,0.939086914,0.939697266,0.940551758,0.942077637,0.942855835,0.944076538,0.944580078,0.945739746,0.946990967,0.945770264
Orange,259,60,3,0.847167969,0.912231445,0.918045044,0.920623779,0.922424316,0.924057007,0.924514771,0.925567627,0.92616272,0.926589966,0.926106771,0.806488037,0.747970581,0.722122192,0.693511963,0.668060303,0.630264282,0.614700317,0.579833984,0.569946289,0.555282593,0.568354289
Orange,260,61,3,0.713287354,0.789382935,0.846954346,0.871948242,0.889022827,0.904815674,0.921356201,0.928085327,0.930664063,0.931884766,0.930211385,0.70022583,0.839187622,0.82244873,0.889511108,0.899291992,0.936599731,0.949020386,0.955566406,0.954528809,0.951629639,0.953908285
Orange,261,62,3,0.930908203,0.932357788,0.934173584,0.934951782,0.935272217,0.935256958,0.935974121,0.936599731,0.936141968,0.936019897,0.936253866,0.828689575,0.818191528,0.828323364,0.815216064,0.831497192,0.81652832,0.829940796,0.814743042,0.826370239,0.797058105,0.812723796
Orange,262,63,3,0.883255005,0.905075073,0.912445068,0.91758728,0.922515869,0.926773071,0.932678223,0.937225342,0.941955566,0.944534302,0.941238403,0.843841553,0.858901978,0.871017456,0.882614136,0.895843506,0.906417847,0.920684814,0.930709839,0.936843872,0.93132019,0.932957967
Orange,263,64,3,0.949142456,0.950698853,0.95123291,0.94934082,0.950271606,0.947921753,0.946624756,0.948867798,0.949447632,0.948974609,0.94909668,0.854354858,0.897918701,0.815887451,0.881851196,0.792175293,0.881362915,0.78678894,0.864974976,0.781616211,0.850112915,0.832234701
Orange,264,65,3,0.694747925,0.740386963,0.759765625,0.774398804,0.778076172,0.787536621,0.793899536,0.800262451,0.812454224,0.828216553,0.813644409,0.823745728,0.860427856,0.84135437,0.881225586,0.878845215,0.885803223,0.887985229,0.88432312,0.872802734,0.90713501,0.888086955
Orange,265,66,3,0.756454468,0.924987793,0.930938721,0.932998657,0.933914185,0.937820435,0.940109253,0.943252563,0.94519043,0.947753906,0.945398966,0.900939941,0.905349731,0.90625,0.90713501,0.907516479,0.908294678,0.908920288,0.909210205,0.909500122,0.909545898,0.909418742
Orange,266,67,3,0.916503906,0.91557312,0.929626465,0.939865112,0.947875977,0.95211792,0.95362854,0.953796387,0.953445435,0.953918457,0.953720093,0.861663818,0.852462769,0.879226685,0.908706665,0.924346924,0.933624268,0.93661499,0.929885864,0.934875488,0.927474976,0.930745443
Orange,267,68,3,0.743743896,0.800003052,0.819030762,0.834075928,0.845993042,0.856231689,0.866516113,0.872741699,0.880172729,0.887573242,0.880162557,0.9347229,0.915100098,0.909164429,0.90713501,0.908126831,0.912033081,0.918365479,0.923660278,0.930328369,0.947418213,0.933802287
Orange,268,69,3,0.793762207,0.84312439,0.912399292,0.916503906,0.917358398,0.916152954,0.918380737,0.915527344,0.917724609,0.91583252,0.916361491,0.815765381,0.770492554,0.749313354,0.748504639,0.747512817,0.742355347,0.749679565,0.737564087,0.75491333,0.741348267,0.744608561
Orange,269,70,3,0.781936646,0.860122681,0.891113281,0.926040649,0.936431885,0.941558838,0.944229126,0.946121216,0.947341919,0.948257446,0.947240194,0.744857788,0.857971191,0.902328491,0.920822144,0.930969238,0.936599731,0.938903809,0.93888855,0.93951416,0.94078064,0.939727783
Orange,270,71,3,0.877883911,0.896133423,0.907196045,0.915328979,0.917602539,0.924377441,0.926223755,0.927032471,0.927642822,0.928115845,0.927597046,0.823669434,0.81477356,0.83984375,0.844528198,0.817062378,0.824829102,0.825408936,0.824356079,0.826721191,0.828308105,0.826461792
Orange,271,72,3,0.93069458,0.935348511,0.936386108,0.93699646,0.937026978,0.937088013,0.937332153,0.937591553,0.937591553,0.937667847,0.937616984,0.924560547,0.931411743,0.931884766,0.932159424,0.93447876,0.939041138,0.940475464,0.941879272,0.945480347,0.945617676,0.944325765
Orange,272,73,3,0.917510986,0.926513672,0.932815552,0.938919067,0.938949585,0.942550659,0.944168091,0.945495605,0.947998047,0.948944092,0.947479248,0.846847534,0.879302979,0.88961792,0.897460938,0.899765015,0.89730835,0.890380859,0.888290405,0.875915527,0.873672485,0.879292806
Orange,273,74,3,0.918670654,0.926727295,0.926589966,0.927108765,0.927108765,0.927734375,0.927627563,0.927703857,0.927932739,0.928039551,0.927892049,0.926147461,0.893630981,0.890792847,0.891464233,0.892150879,0.892913818,0.894073486,0.897827148,0.895782471,0.894134521,0.895914714
Orange,274,75,3,0.840713501,0.876205444,0.891693115,0.902923584,0.905380249,0.90562439,0.905639648,0.906600952,0.906661987,0.907150269,0.906804403,0.868286133,0.868850708,0.885528564,0.884414673,0.88482666,0.886077881,0.887023926,0.888046265,0.888793945,0.892120361,0.889653524
Orange,275,76,3,0.819381714,0.901504517,0.904342651,0.904983521,0.904876709,0.905731201,0.906097412,0.906829834,0.906326294,0.90687561,0.906677246,0.943191528,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515,0.938827515
Orange,276,77,3,0.735992432,0.744812012,0.754348755,0.758621216,0.765869141,0.770782471,0.778793335,0.788284302,0.803161621,0.810653687,0.80069987,0.75944519,0.803909302,0.82774353,0.857055664,0.845993042,0.843200684,0.831451416,0.820907593,0.802642822,0.789169312,0.804239909
Orange,277,78,3,0.81022644,0.830841064,0.851654053,0.870666504,0.884689331,0.903686523,0.914993286,0.919570923,0.922775269,0.924194336,0.922180176,0.890991211,0.889556885,0.891159058,0.893386841,0.898498535,0.906921387,0.90864563,0.905136108,0.902694702,0.898757935,0.902196248
Orange,278,79,3,0.921081543,0.92640686,0.928573608,0.929443359,0.93081665,0.931716919,0.932327271,0.932342529,0.932403564,0.93270874,0.932484945,0.905212402,0.899230957,0.898880005,0.893157959,0.894363403,0.891342163,0.892623901,0.890686035,0.888595581,0.890365601,0.889882406
Orange,279,80,3,0.888778687,0.902069092,0.906173706,0.907546997,0.908477783,0.909225464,0.910385132,0.910263062,0.91104126,0.912445068,0.911249797,0.817092896,0.817092896,0.817092896,0.817092896,0.817092896,0.817092896,0.816223145,0.817092896,0.804000854,0.806365967,0.809153239
Orange,280,81,3,0.904754639,0.908843994,0.910079956,0.909500122,0.909225464,0.906448364,0.909820557,0.908203125,0.909194946,0.908935547,0.908777873,0.938827515,0.938827515,0.939056396,0.940002441,0.943191528,0.941986084,0.944091797,0.942718506,0.944488525,0.943511963,0.943572998
Orange,281,82,3,0.899017334,0.901931763,0.903320313,0.903686523,0.904129028,0.904067993,0.904129028,0.90423584,0.904083252,0.903030396,0.903783162,0.763916016,0.725204468,0.722076416,0.729507446,0.735580444,0.74395752,0.74559021,0.751251221,0.743453979,0.755371094,0.750025431
Orange,282,83,3,0.887878418,0.904830933,0.909179688,0.91444397,0.919403076,0.923782349,0.928192139,0.935134888,0.938369751,0.941131592,0.938212077,0.886779785,0.883255005,0.882278442,0.882644653,0.882461548,0.883544922,0.887268066,0.88734436,0.894332886,0.89251709,0.891398112
Orange,283,84,3,0.748779297,0.815628052,0.875549316,0.883972168,0.907119751,0.917098999,0.922058105,0.928207397,0.935653687,0.940979004,0.934946696,0.718200684,0.460754395,0.801147461,0.851043701,0.882446289,0.890869141,0.894821167,0.891235352,0.881973267,0.877716064,0.883641561
Orange,284,85,3,0.792938232,0.83543396,0.846343994,0.853424072,0.859436035,0.863235474,0.869628906,0.874389648,0.879135132,0.879714966,0.877746582,0.747177124,0.746856689,0.755020142,0.756256104,0.765075684,0.767684937,0.775634766,0.793624878,0.803115845,0.744537354,0.780426025
Orange,285,86,3,0.914489746,0.926528931,0.929550171,0.929931641,0.930969238,0.931549072,0.931793213,0.932296753,0.932617188,0.932815552,0.932576497,0.945449829,0.944473267,0.944168091,0.944458008,0.944656372,0.944549561,0.944625854,0.944854736,0.945114136,0.9453125,0.945093791
Orange,286,87,3,0.728820801,0.734130859,0.736236572,0.739883423,0.74180603,0.745361328,0.747360229,0.750045776,0.756057739,0.771743774,0.75928243,0.824584961,0.644866943,0.653579712,0.689193726,0.707641602,0.765319824,0.802047729,0.783660889,0.79800415,0.803421021,0.795028687
Orange,287,88,3,0.85975647,0.92666626,0.930435181,0.932739258,0.933563232,0.934555054,0.934524536,0.93560791,0.936401367,0.936599731,0.936203003,0.913665771,0.952590942,0.948364258,0.944122314,0.938034058,0.924331665,0.920761108,0.921691895,0.914215088,0.894607544,0.910171509
Orange,288,89,3,0.718353271,0.751693726,0.778823853,0.782302856,0.783309937,0.787002563,0.788162231,0.792190552,0.794342041,0.797927856,0.79482015,0.824539185,0.828872681,0.828094482,0.82774353,0.829193115,0.829818726,0.831817627,0.835357666,0.840927124,0.842559814,0.839614868
Orange,289,90,3,0.753082275,0.794189453,0.828842163,0.865447998,0.880340576,0.903106689,0.919677734,0.927108765,0.932312012,0.936843872,0.932088216,0.872161865,0.79347229,0.805526733,0.835281372,0.863006592,0.849319458,0.865203857,0.867538452,0.869125366,0.87071228,0.869125366
Orange,290,91,3,0.860870361,0.871490479,0.880859375,0.892944336,0.897369385,0.901672363,0.902862549,0.903671265,0.904144287,0.904022217,0.903945923,0.898284912,0.904464722,0.918609619,0.92199707,0.926925659,0.913284302,0.914093018,0.903091431,0.893157959,0.878097534,0.891448975
Orange,291,92,3,0.630386353,0.653121948,0.683120728,0.720046997,0.807556152,0.875640869,0.909744263,0.919067383,0.923187256,0.925094604,0.922449748,0.892745972,0.903289795,0.907852173,0.907287598,0.908538818,0.904312134,0.843139648,0.790161133,0.70640564,0.615234375,0.703933716
Orange,292,93,3,0.751693726,0.819488525,0.857543945,0.892272949,0.904632568,0.910461426,0.913925171,0.917037964,0.91557312,0.921386719,0.917999268,0.946121216,0.781066895,0.950302124,0.948043823,0.951538086,0.952453613,0.94972229,0.959091187,0.937271118,0.957321167,0.951227824
Orange,293,94,3,0.862457275,0.898895264,0.906784058,0.906433105,0.908782959,0.909591675,0.910507202,0.911575317,0.911865234,0.911239624,0.911560059,0.890350342,0.869674683,0.842407227,0.817489624,0.834976196,0.818740845,0.822463989,0.809432983,0.829406738,0.801773071,0.813537598
Orange,294,95,3,0.779159546,0.820098877,0.857467651,0.872848511,0.90145874,0.888809204,0.914978027,0.91885376,0.92427063,0.927612305,0.923578898,0.305282593,0.889129639,0.859054565,0.870681763,0.634674072,0.881088257,0.853607178,0.881011963,0.888214111,0.892028809,0.887084961
Orange,295,96,3,0.922698975,0.934814453,0.940032959,0.941619873,0.943695068,0.945907593,0.946609497,0.947860718,0.949050903,0.949920654,0.948944092,0.881271362,0.877838135,0.905487061,0.919830322,0.927658081,0.93031311,0.930725098,0.928100586,0.925079346,0.924560547,0.925913493
Orange,296,97,3,0.910293579,0.929840088,0.936538696,0.942962646,0.943267822,0.947006226,0.948242188,0.950195313,0.950714111,0.953231812,0.951380412,0.678390503,0.721664429,0.78692627,0.731796265,0.77494812,0.753585815,0.767715454,0.773513794,0.804718018,0.781982422,0.786738078
Orange,297,98,3,0.918746948,0.932540894,0.934539795,0.935638428,0.936035156,0.936096191,0.936248779,0.936248779,0.936828613,0.936813354,0.936630249,0.880722046,0.846801758,0.7940979,0.788330078,0.792190552,0.781967163,0.781585693,0.786819458,0.78515625,0.787475586,0.786483765
Orange,298,99,3,0.752151489,0.81427002,0.840270996,0.866744995,0.8881073,0.898498535,0.906478882,0.912658691,0.920501709,0.92527771,0.91947937,0.918060303,0.918060303,0.918060303,0.918060303,0.918060303,0.918060303,0.918060303,0.918060303,0.918762207,0.922851563,0.919891357
Orange,299,100,3,0.867279053,0.899597168,0.90234375,0.903579712,0.906051636,0.90838623,0.912475586,0.915985107,0.919631958,0.923309326,0.919642131,0.760040283,0.810440063,0.836929321,0.890869141,0.865585327,0.877548218,0.895172119,0.899230957,0.909484863,0.91897583,0.90923055
Apple,0,1,1,0.461296082,0.470623016,0.531787872,0.753578186,0.763282776,0.704143524,0.814338684,0.834594727,0.849224091,0.861812592,0.848543803,0.433292389,0.607730865,0.75630188,0.754356384,0.634025574,0.782295227,0.75402832,0.712680817,0.725002289,0.672050476,0.703244527
Apple,1,2,1,0.850147247,0.713436127,0.842113495,0.88401413,0.90076828,0.904247284,0.906642914,0.90820694,0.909397125,0.911472321,0.909692128,0.655906677,0.704341888,0.697910309,0.768878937,0.740943909,0.726009369,0.720371246,0.716072083,0.711914063,0.712177277,0.713387807
Apple,2,3,1,0.710823059,0.769927979,0.796218872,0.813850403,0.824462891,0.829597473,0.718517303,0.643695831,0.807033539,0.8373909,0.762706757,0.643936157,0.747123718,0.700416565,0.751590729,0.723201752,0.615150452,0.756549835,0.717849731,0.718322754,0.712001801,0.716058095
Apple,3,4,1,0.683570862,0.7681427,0.875213623,0.884143829,0.888698578,0.891139984,0.89233017,0.893390656,0.894512177,0.89604187,0.894648234,0.761856079,0.803115845,0.817539215,0.817111969,0.812484741,0.809688568,0.807922363,0.805469513,0.805957794,0.807369232,0.806265513
Apple,4,5,1,0.71836853,0.74590683,0.790645599,0.82244873,0.837940216,0.823238373,0.877655029,0.893791199,0.902477264,0.90429306,0.900187174,0.719181061,0.765140533,0.828643799,0.807094574,0.624210358,0.828796387,0.665874481,0.668998718,0.748886108,0.679302216,0.699062347
Apple,5,6,1,0.878967285,0.903095245,0.911186218,0.915019989,0.913398743,0.919837952,0.923034668,0.921955109,0.923442841,0.919647217,0.921681722,0.807361603,0.805210114,0.79271698,0.794433594,0.79284668,0.80160141,0.802890778,0.802352905,0.804779053,0.799957275,0.802363078
Apple,6,7,1,0.855728149,0.885948181,0.912448883,0.919284821,0.920692444,0.916297913,0.913154602,0.920398712,0.920120239,0.922676086,0.921065013,0.85515213,0.881175995,0.856044769,0.863899231,0.787773132,0.863815308,0.7370224,0.864685059,0.743595123,0.864807129,0.824362437
Apple,7,8,1,0.863113403,0.892650604,0.899734497,0.902568817,0.90530014,0.906627655,0.907897949,0.909397125,0.910682678,0.909568787,0.909882863,0.797237396,0.744621277,0.725299835,0.7315979,0.731834412,0.73947525,0.718612671,0.738948822,0.72385788,0.750366211,0.737724304
Apple,8,9,1,0.843921661,0.903770447,0.9021492,0.898410797,0.911640167,0.914077759,0.919200897,0.919254303,0.910923004,0.915798187,0.915325165,0.726985931,0.714946747,0.847293854,0.71389389,0.854682922,0.739173889,0.794086456,0.770069122,0.78711319,0.753177643,0.770119985
Apple,9,10,1,0.881729126,0.89894104,0.903343201,0.903457642,0.904476166,0.897472382,0.909152985,0.904727936,0.91431427,0.912246704,0.910429637,0.823219299,0.849586487,0.839141846,0.812431335,0.800086975,0.821102142,0.814365387,0.819473267,0.711780548,0.821166992,0.784140269
Apple,10,11,1,0.849464417,0.883571625,0.895645142,0.899597168,0.89931488,0.902462006,0.900791168,0.904483795,0.902561188,0.90630722,0.904450734,0.781398773,0.870853424,0.876594543,0.874168396,0.870075226,0.86706543,0.866855621,0.860801697,0.863368988,0.859642029,0.861270905
Apple,11,12,1,0.832923889,0.752307892,0.868965149,0.884319305,0.888389587,0.884899139,0.882030487,0.884407043,0.887592316,0.894817352,0.888938904,0.54681015,0.737831116,0.733421326,0.70589447,0.687713623,0.720470428,0.67963028,0.726787567,0.687583923,0.722080231,0.712150574
Apple,12,13,1,0.813236237,0.817802429,0.847480774,0.87493515,0.881858826,0.866020203,0.887126923,0.880977631,0.880096436,0.892791748,0.884621938,0.478240967,0.857242584,0.727710724,0.712047577,0.869369507,0.668979645,0.828216553,0.605369568,0.853614807,0.546627045,0.66853714
Apple,13,14,1,0.89994812,0.919155121,0.921146393,0.922142029,0.922027588,0.919857025,0.914268494,0.92023468,0.918231964,0.921813965,0.920093536,0.706539154,0.728931427,0.729705811,0.741462708,0.73771286,0.743110657,0.747970581,0.747367859,0.749973297,0.750732422,0.749357859
Apple,14,15,1,0.832969666,0.851428986,0.861816406,0.868320465,0.880783081,0.886253357,0.885890961,0.889530182,0.886962891,0.873371124,0.883288066,0.872760773,0.877620697,0.866298676,0.872718811,0.847637177,0.8346138,0.899559021,0.775161743,0.855293274,0.803684235,0.811379751
Apple,15,16,1,0.796195984,0.832427979,0.856197357,0.875427246,0.892620087,0.895023346,0.897159576,0.897171021,0.898517609,0.895923615,0.897204081,0.77734375,0.791240692,0.808216095,0.821044922,0.798866272,0.784629822,0.768856049,0.765911102,0.761955261,0.762683868,0.763516744
Apple,16,17,1,0.853248596,0.868556976,0.875621796,0.879562378,0.876720428,0.883998871,0.882076263,0.885009766,0.885536194,0.890789032,0.887111664,0.616920471,0.704456329,0.655158997,0.747646332,0.640609741,0.724529266,0.630786896,0.715259552,0.639625549,0.709537506,0.688140869
Apple,17,18,1,0.781066895,0.90328598,0.912670135,0.917697906,0.919517517,0.918556213,0.909065247,0.908569336,0.918045044,0.91494751,0.913853963,0.5207901,0.662029266,0.695339203,0.707885742,0.727577209,0.745166779,0.754508972,0.785137177,0.77854538,0.797039032,0.786907196
Apple,18,19,1,0.88351059,0.903839111,0.91456604,0.916702271,0.919628143,0.919445038,0.916824341,0.912654877,0.912521362,0.912830353,0.912668864,0.840496063,0.809841156,0.873596191,0.878787994,0.891090393,0.888965607,0.897945404,0.879508972,0.901771545,0.887008667,0.889429728
Apple,19,20,1,0.849945068,0.871730804,0.88615036,0.887676239,0.895210266,0.896381378,0.897926331,0.897750854,0.900226593,0.899974823,0.899317424,0.875392914,0.852859497,0.803081512,0.749027252,0.788635254,0.78635025,0.773891449,0.784130096,0.762741089,0.779556274,0.77547582
Apple,20,21,1,0.797176361,0.816547394,0.823055267,0.825492859,0.826778412,0.829063416,0.829376221,0.832874298,0.834197998,0.835590363,0.834220886,0.896373749,0.897388458,0.899932861,0.912151337,0.894481659,0.913948059,0.895458221,0.896057129,0.897453308,0.883499146,0.892336528
Apple,21,22,1,0.898269653,0.906990051,0.907550812,0.90827179,0.907764435,0.907222748,0.907981873,0.907943726,0.90877533,0.908706665,0.90847524,0.873241425,0.870735168,0.875648499,0.870418549,0.874469757,0.869419098,0.874622345,0.869842529,0.875339508,0.871536255,0.872239431
Apple,22,23,1,0.88715744,0.901893616,0.905200958,0.907207489,0.907268524,0.906108856,0.909355164,0.906871796,0.907447815,0.907367706,0.907229106,0.786220551,0.725524902,0.753158569,0.730499268,0.777439117,0.756877899,0.769760132,0.763183594,0.788368225,0.791694641,0.781082153
Apple,23,24,1,0.88866806,0.900440216,0.898208618,0.906028748,0.901573181,0.907096863,0.904777527,0.908664703,0.908184052,0.898326874,0.905058543,0.873374939,0.912464142,0.899032593,0.904315948,0.906299591,0.907711029,0.91204834,0.904872894,0.893299103,0.908893585,0.902355194
Apple,24,25,1,0.882194519,0.892467499,0.900245667,0.907943726,0.915618896,0.919338226,0.919891357,0.920978546,0.920471191,0.921108246,0.920852661,0.814365387,0.769859314,0.744068146,0.709854126,0.782718658,0.844261169,0.803936005,0.843070984,0.824764252,0.840457916,0.836097717
Apple,25,26,1,0.875713348,0.89774704,0.903663635,0.91223526,0.907367706,0.921924591,0.922195435,0.922073364,0.92181778,0.921596527,0.921829224,0.804843903,0.835968018,0.838180542,0.746944427,0.770606995,0.810886383,0.824428558,0.826568604,0.824935913,0.833446503,0.828317006
Apple,26,27,1,0.822685242,0.78553772,0.865154266,0.881809235,0.858654022,0.87456131,0.893795013,0.891220093,0.896175385,0.897628784,0.895008087,0.729793549,0.851783752,0.840011597,0.874404907,0.787162781,0.884117126,0.814273834,0.879318237,0.786094666,0.868934631,0.844782511
Apple,27,28,1,0.873275757,0.902626038,0.910243988,0.910453796,0.909957886,0.912574768,0.912826538,0.915103912,0.916812897,0.915473938,0.915796916,0.729751587,0.753814697,0.783218384,0.797344208,0.811035156,0.801628113,0.816291809,0.807022095,0.82088089,0.805412292,0.811105092
Apple,28,29,1,0.843360901,0.900348663,0.925395966,0.931758881,0.93491745,0.935386658,0.936168671,0.935882568,0.936965942,0.936683655,0.936510722,0.648387909,0.876564026,0.885986328,0.893135071,0.895236969,0.893192291,0.896518707,0.894268036,0.898155212,0.896133423,0.896185557
Apple,29,30,1,0.856132507,0.86812973,0.873985291,0.881362915,0.886322021,0.891151428,0.894809723,0.89699173,0.897846222,0.899280548,0.8980395,0.91097641,0.901626587,0.891822815,0.901187897,0.896541595,0.892162323,0.881336212,0.868808746,0.859386444,0.839302063,0.855832418
Apple,30,31,1,0.731956482,0.814781189,0.826675415,0.835464478,0.839569092,0.846858978,0.852954865,0.860546112,0.865310669,0.866695404,0.864184062,0.796264648,0.796009064,0.754322052,0.744258881,0.716369629,0.703804016,0.742378235,0.671356201,0.739547729,0.673816681,0.694906871
Apple,31,32,1,0.706783295,0.835529327,0.765750885,0.826782227,0.850780487,0.861915588,0.865028381,0.866279602,0.868179321,0.871185303,0.868548075,0.351303101,0.32995224,0.843994141,0.789558411,0.676597595,0.679866791,0.691066742,0.691558838,0.687919617,0.685535431,0.688337962
Apple,32,33,1,0.617298126,0.785568237,0.836715698,0.867256165,0.868759155,0.877799988,0.88010788,0.882026672,0.888507843,0.892593384,0.8877093,0.687820435,0.737415314,0.754680634,0.739131927,0.728404999,0.718463898,0.72158432,0.71767807,0.719902039,0.719875336,0.719151815
Apple,33,34,1,0.866161346,0.920463562,0.926177979,0.92723465,0.927688599,0.928188324,0.929244995,0.929214478,0.928596497,0.928607941,0.928806305,0.870121002,0.880577087,0.88469696,0.888214111,0.885879517,0.887619019,0.884208679,0.883602142,0.878822327,0.882480621,0.88163503
Apple,34,35,1,0.911624908,0.919548035,0.921188354,0.92206955,0.921772003,0.921554565,0.91942215,0.917453766,0.920963287,0.918830872,0.919082642,0.727024078,0.716022491,0.724914551,0.727218628,0.729660034,0.723075867,0.741516113,0.729812622,0.742412567,0.725158691,0.732461294
Apple,35,36,1,0.913513184,0.917701721,0.920349121,0.922927856,0.924949646,0.928207397,0.930301666,0.931777954,0.933757782,0.934268951,0.933268229,0.711380005,0.729393005,0.744571686,0.750671387,0.740818024,0.707187653,0.711681366,0.694656372,0.678760529,0.677215576,0.683544159
Apple,36,37,1,0.899333954,0.901447296,0.903911591,0.905639648,0.904689789,0.904769897,0.903125763,0.902832031,0.904197693,0.904312134,0.903780619,0.856971741,0.840999603,0.843742371,0.835792542,0.83928299,0.79914856,0.843048096,0.771442413,0.837287903,0.77973175,0.796154022
Apple,37,38,1,0.843402863,0.899547577,0.902275085,0.904453278,0.905277252,0.906154633,0.907657623,0.908405304,0.910404205,0.912345886,0.910385132,0.866157532,0.865257263,0.861522675,0.861194611,0.861797333,0.861366272,0.850143433,0.84992218,0.85200119,0.850048065,0.850657145
Apple,38,39,1,0.885391235,0.894931793,0.909370422,0.914112091,0.916225433,0.917259216,0.917884827,0.918865204,0.919589996,0.919242859,0.919232686,0.681728363,0.823997498,0.835689545,0.745761871,0.722267151,0.713489532,0.693595886,0.692817688,0.684967041,0.662567139,0.680117289
Apple,39,40,1,0.868530273,0.897891998,0.90681839,0.91350174,0.918872833,0.923465729,0.926174164,0.928642273,0.930194855,0.930538177,0.929791768,0.59853363,0.585437775,0.625957489,0.643218994,0.66677475,0.675079346,0.688777924,0.688484192,0.708415985,0.696746826,0.697882334
Apple,40,41,1,0.925621033,0.940105438,0.94285202,0.942295074,0.940105438,0.942695618,0.942646027,0.943088531,0.94209671,0.943508148,0.942897797,0.711650848,0.78219223,0.799716949,0.80330658,0.80430603,0.807952881,0.801692963,0.807750702,0.799434662,0.803516388,0.803567251
Apple,41,42,1,0.919528961,0.922122955,0.922809601,0.922924042,0.922889709,0.923072815,0.922904968,0.923168182,0.922893524,0.92275238,0.922938029,0.885173798,0.880760193,0.885555267,0.893199921,0.893592834,0.895195007,0.896255493,0.891029358,0.89200592,0.888534546,0.890523275
Apple,42,43,1,0.897628784,0.901504517,0.902671814,0.901599884,0.903644562,0.905765533,0.907421112,0.909088135,0.911705017,0.912410736,0.911067963,0.876945496,0.874832153,0.874687195,0.879005432,0.877304077,0.874958038,0.872562408,0.870441437,0.868534088,0.863117218,0.867364248
Apple,43,44,1,0.908016205,0.918426514,0.9190979,0.920341492,0.919826508,0.921073914,0.920597076,0.921321869,0.921180725,0.922389984,0.921630859,0.872875214,0.871604919,0.869606018,0.872432709,0.872119904,0.873340607,0.873649597,0.874969482,0.875926971,0.875644684,0.875513713
Apple,44,45,1,0.884731293,0.891174316,0.895515442,0.89925766,0.901062012,0.90259552,0.903442383,0.904712677,0.905460358,0.906131744,0.905434926,0.895069122,0.880462646,0.878509521,0.881336212,0.882881165,0.883262634,0.885005951,0.887477875,0.890953064,0.894748688,0.891059875
