Folder,Batch,Corrected Batch,Model,Acc1,Acc2,Acc3,Acc4,Acc5,Acc6,Acc7,Acc8,Acc9,Acc10,Avg Last 3,Val Acc1,Val Acc2,Val Acc3,Val Acc4,Val Acc5,Val Acc6,Val Acc7,Val Acc8,Val Acc9,Val Acc10,Avg Last 3
Tomato,11,12,1,0.871610999,0.872290015,0.878471375,0.88105166,0.883984387,0.88873291,0.89239502,0.88948977,0.891430676,0.890559375,0.890493274,0.839013696,0.835636914,0.845104992,0.796783447,0.783357263,0.781466663,0.79788208,0.768441796,0.809971631,0.764883399,0.781098942
Tomato,12,13,1,0.862066627,0.887445092,0.891079724,0.893002331,0.893888831,0.894718945,0.894874573,0.89440614,0.89137876,0.890391529,0.89205881,0.695208728,0.774412513,0.778923035,0.775158703,0.774523914,0.772460938,0.777946472,0.772544861,0.78754425,0.778381348,0.779490153
Tomato,13,14,1,0.828643799,0.872033715,0.876570106,0.880017102,0.882537842,0.885217309,0.885563672,0.88154906,0.879852295,0.882199109,0.881200155,0.816004932,0.818768322,0.819230676,0.816389441,0.816011071,0.809901416,0.792482018,0.80279845,0.778118908,0.807246387,0.796054582
Tomato,14,15,1,0.830476403,0.844793677,0.850822449,0.858700573,0.861924767,0.861636341,0.865274072,0.859461963,0.871954322,0.873146057,0.868187447,0.652030945,0.744860828,0.783737183,0.772706628,0.750352502,0.775511146,0.65536958,0.772435009,0.720854163,0.756382763,0.749890645
Tomato,15,16,1,0.835285962,0.882298291,0.889938354,0.892918408,0.894837976,0.895513892,0.895057678,0.895124793,0.89339906,0.894078076,0.894200643,0.772349536,0.708366394,0.782400489,0.786459327,0.793698132,0.79927218,0.795028687,0.800761402,0.797276318,0.797106922,0.798381547
Tomato,16,17,1,0.8471573,0.897827148,0.90222013,0.906080604,0.907945275,0.909164429,0.907354712,0.905378699,0.90700376,0.905148327,0.905843596,0.862239063,0.826268017,0.843890369,0.828277588,0.842770398,0.81917727,0.845927417,0.819917321,0.839749157,0.814738452,0.824801644
Tomato,17,18,1,0.863072217,0.843486011,0.87247926,0.869905114,0.875285327,0.876774609,0.879841626,0.879502892,0.881268322,0.881282032,0.880684415,0.82850492,0.737094104,0.646279931,0.852813721,0.820227027,0.856539905,0.840081811,0.8613922,0.844993591,0.864422619,0.856936137
Tomato,18,19,1,0.849961877,0.85736239,0.865560889,0.876330554,0.880471826,0.884663403,0.886380017,0.884819031,0.85723573,0.804505944,0.848853568,0.785504162,0.805348217,0.818067908,0.802958667,0.815637231,0.814236462,0.824043274,0.832432568,0.77658236,0.591012597,0.733342508
Tomato,19,20,1,0.856272876,0.879347205,0.891574085,0.894415259,0.895982385,0.89767611,0.898245215,0.898905933,0.899401844,0.89995116,0.899419645,0.85849458,0.851159692,0.843782067,0.824440002,0.827088952,0.817575097,0.825442493,0.815573096,0.830572486,0.812782288,0.819642623
Tomato,20,21,1,0.837286353,0.865815759,0.870231628,0.872488379,0.874023438,0.874311805,0.873883069,0.873899817,0.874070764,0.875944495,0.874638359,0.614692688,0.806263745,0.824382007,0.842839062,0.840313733,0.843634009,0.838310242,0.839324951,0.835038781,0.835554481,0.836639404
Tomato,21,22,1,0.792863488,0.874797046,0.881570458,0.887503028,0.892214954,0.898930371,0.9005844,0.869256616,0.8262375,0.878138721,0.857877612,0.824261487,0.807958961,0.843031287,0.851591468,0.841844201,0.826068103,0.827764869,0.821545422,0.848013282,0.842065454,0.837208052
Tomato,22,23,1,0.866976917,0.873275757,0.875473022,0.879216015,0.880618274,0.882089257,0.883264184,0.884486377,0.886187732,0.888020337,0.886231482,0.603803992,0.819024682,0.757803321,0.818510413,0.831993103,0.836911023,0.840530396,0.842434704,0.841525257,0.845196545,0.843052169
Tomato,23,24,1,0.80746156,0.840292335,0.849711597,0.856248498,0.860267639,0.862963855,0.864881873,0.865875244,0.867987037,0.868997216,0.867619832,0.773065209,0.862734973,0.864659131,0.8684448,0.858271778,0.876268029,0.872817993,0.876522839,0.874920666,0.870143116,0.873862207
Tomato,24,25,1,0.873556495,0.882040381,0.880831897,0.872454822,0.884693921,0.884164453,0.885832191,0.880899072,0.889050305,0.887860119,0.885936499,0.86126554,0.833898902,0.853154004,0.861285388,0.858973682,0.855703712,0.85357362,0.863804638,0.860856652,0.831674218,0.852111836
Tomato,25,26,1,0.868942261,0.877473474,0.880085766,0.880537391,0.881587207,0.882459998,0.884213269,0.884243786,0.884608448,0.886885047,0.88524576,0.85911864,0.864569068,0.864094555,0.863540649,0.862915039,0.863037109,0.862368762,0.860926807,0.860707104,0.860153198,0.860595703
Tomato,26,27,1,0.82359314,0.837135315,0.804161072,0.767958045,0.794427514,0.844918847,0.833512902,0.782568336,0.850378394,0.855082691,0.82934314,0.806883216,0.715945423,0.775035083,0.845175147,0.800093055,0.773707569,0.737579346,0.849574268,0.790133655,0.860919178,0.833542367
Tomato,27,28,1,0.821766675,0.852551281,0.878118873,0.884666443,0.888758838,0.892053246,0.893885791,0.895243824,0.896034241,0.897317529,0.896198531,0.88079989,0.866892993,0.851776123,0.848486304,0.845202625,0.848028541,0.846957386,0.848953247,0.850341797,0.849281311,0.849525452
Tomato,28,29,1,0.829086304,0.854393005,0.86466217,0.866357446,0.868473828,0.870040894,0.8710922,0.871440113,0.872711182,0.872914135,0.872355143,0.823895276,0.826374829,0.833317578,0.815930188,0.821472168,0.802006543,0.801072717,0.78654325,0.779255688,0.760247827,0.775348922
Tomato,29,30,1,0.804019153,0.844996631,0.865570068,0.867710888,0.869799793,0.871354699,0.872419715,0.873812854,0.874821484,0.875871301,0.874835213,0.753977954,0.805165112,0.797288537,0.803759754,0.803923011,0.803211987,0.80783999,0.806626916,0.812110901,0.813154578,0.810630798
Tomato,30,31,1,0.901449561,0.903576672,0.905296326,0.905441284,0.906449914,0.9066208,0.907215893,0.907708764,0.907914758,0.907847583,0.907823702,0.84601593,0.843518078,0.843348682,0.842810035,0.84311831,0.842039466,0.843409717,0.841693103,0.842585742,0.841314673,0.841864506
Tomato,31,32,1,0.856066883,0.862187207,0.86819613,0.876329064,0.877610803,0.871522546,0.876531959,0.880305469,0.886155725,0.884971619,0.883810937,0.853216529,0.845123291,0.833848596,0.816581726,0.839642346,0.805079639,0.808016956,0.800827026,0.800495923,0.808866858,0.803396602
Tomato,32,33,1,0.886241138,0.895367444,0.913203418,0.917254627,0.919560254,0.920796216,0.92174685,0.921615601,0.922206104,0.92187959,0.921900431,0.855671704,0.88231355,0.863983154,0.843096912,0.843173206,0.838786304,0.835736096,0.82585907,0.82018435,0.817443848,0.821162422
Tomato,33,34,1,0.888789356,0.897157311,0.899433911,0.901147485,0.901429772,0.901884437,0.901943982,0.901950061,0.901678443,0.901242077,0.901623527,0.802691638,0.824856579,0.833757043,0.835330188,0.844569385,0.847964466,0.861849964,0.851277173,0.864457726,0.855767846,0.857167582
Tomato,34,35,1,0.81665802,0.760144055,0.814530969,0.827812195,0.832637012,0.83505553,0.836625695,0.837777734,0.838360608,0.839767456,0.838635266,0.645845056,0.80279696,0.769091785,0.756694019,0.775396705,0.784240723,0.784497082,0.775364697,0.768276989,0.758390784,0.767344157
Tomato,35,36,1,0.875288367,0.881250024,0.883889794,0.886550903,0.888194263,0.889990211,0.890032947,0.891165137,0.891371131,0.890713513,0.89108326,0.826245129,0.820454419,0.814183056,0.809045434,0.802349865,0.801586926,0.798324585,0.796484351,0.789895654,0.784289539,0.790223181
Tomato,36,37,1,0.850454688,0.871542335,0.878468335,0.880767822,0.880996704,0.881944299,0.882385254,0.882398963,0.883009315,0.883276343,0.882894874,0.634170532,0.697789013,0.803463757,0.808709741,0.828787208,0.820976257,0.822364807,0.825085461,0.819651783,0.821166992,0.821968079
Tomato,37,38,1,0.840702832,0.853274524,0.857786536,0.860647559,0.862234473,0.863069177,0.865344226,0.866983056,0.869044483,0.870614648,0.868880729,0.864784241,0.869255066,0.869230628,0.871031165,0.86794436,0.866355896,0.863508582,0.85861361,0.856581092,0.845747352,0.853647351
Tomato,38,39,1,0.850976586,0.862733483,0.871324182,0.873773217,0.875085473,0.87650758,0.877627552,0.877764881,0.87587893,0.875288367,0.876310726,0.830174267,0.824452221,0.811471581,0.79360044,0.792781055,0.779759228,0.7692734,0.762182593,0.760415673,0.750744641,0.757780969
Tomato,39,40,1,0.864068627,0.868186951,0.87046355,0.872865319,0.874485791,0.87650758,0.877679467,0.879508972,0.880987525,0.883023083,0.881173193,0.785827637,0.794703662,0.792372108,0.779411316,0.769767761,0.754505932,0.717984021,0.687586963,0.65423739,0.66544342,0.669089258
Tomato,40,41,1,0.802818298,0.842793286,0.844073474,0.867991626,0.872663856,0.874757409,0.877188087,0.878382862,0.880212426,0.880787671,0.879794319,0.768162549,0.690713525,0.801582336,0.798191845,0.789219677,0.780825794,0.745379627,0.758482337,0.70854491,0.739880383,0.735635877
Tomato,41,42,1,0.86189115,0.885426342,0.891279578,0.893209815,0.896789551,0.897471607,0.899584949,0.898593128,0.900663733,0.899772644,0.899676502,0.700248718,0.725505054,0.727204919,0.744726539,0.739213586,0.769952416,0.765344262,0.809330761,0.777029395,0.813902259,0.800087472
Tomato,42,43,1,0.838516235,0.877058387,0.882417321,0.884556592,0.885647595,0.886907935,0.888392627,0.888909936,0.889553845,0.890678406,0.889714062,0.706210315,0.836145043,0.84803468,0.84400022,0.837403893,0.826301575,0.822297692,0.817056298,0.823231518,0.816432178,0.818906665
Tomato,43,44,1,0.837557971,0.858279407,0.866975427,0.87940675,0.88281858,0.885313392,0.887118518,0.887910485,0.888504028,0.889418006,0.88861084,0.763407886,0.829931617,0.777528405,0.821240246,0.818656921,0.815037549,0.813835144,0.813854992,0.811399817,0.809306324,0.811520378
Tomato,44,45,1,0.868891895,0.875231922,0.883238196,0.885073841,0.886857629,0.88772279,0.889271557,0.890772998,0.891348243,0.89213407,0.891418437,0.891304016,0.892230213,0.892832935,0.89478302,0.894673169,0.894425988,0.893220544,0.892237842,0.891624451,0.889358521,0.891073604
Tomato,45,46,1,0.863304138,0.870249927,0.872781396,0.874984741,0.876210034,0.877697766,0.879815698,0.880264282,0.881037891,0.880574048,0.880625407,0.871531665,0.871395886,0.870437622,0.867953479,0.859738171,0.860250831,0.850491345,0.851553321,0.841369629,0.849555969,0.847492973
Tomato,46,47,1,0.870935082,0.881713867,0.888476551,0.891717553,0.893000782,0.894335926,0.895295739,0.895364404,0.89679414,0.897502124,0.896553556,0.899366736,0.89452821,0.889315784,0.883671582,0.884295642,0.879420459,0.881851196,0.877351403,0.878915429,0.877595544,0.877954125
Tomato,47,48,1,0.858044446,0.891314685,0.895298779,0.896620154,0.898025513,0.899430871,0.900689721,0.899656653,0.899012744,0.899102807,0.899257402,0.611540198,0.78074187,0.762042224,0.770616174,0.750555396,0.748535156,0.718650818,0.728353858,0.709164441,0.713970959,0.717163086
Tomato,48,49,1,0.859669507,0.888371289,0.90158236,0.904844642,0.906434655,0.907289147,0.908128381,0.908563256,0.909132361,0.908601403,0.908765674,0.847622693,0.849749744,0.857078552,0.856030285,0.853916943,0.85257566,0.851345837,0.849520862,0.847610474,0.846247852,0.847793063
Tomato,49,50,1,0.834594727,0.841174304,0.843557715,0.845707715,0.847248852,0.848924279,0.850080848,0.851255774,0.852403283,0.85346067,0.852373242,0.795317054,0.78490144,0.778233349,0.778268456,0.779040515,0.767837524,0.789476037,0.772637963,0.787472546,0.771154761,0.777088424
Tomato,50,51,1,0.857290626,0.874389648,0.876452625,0.879476905,0.88192445,0.883900464,0.884513855,0.88483274,0.885523975,0.886305213,0.885553976,0.878613293,0.878860474,0.875218213,0.876731873,0.869744897,0.873407006,0.864266992,0.874256909,0.861935437,0.874269128,0.870153824
Tomato,51,52,1,0.835728467,0.860189795,0.881918311,0.889144897,0.880569458,0.893293738,0.889471412,0.89037168,0.897328198,0.898449719,0.895383199,0.606890857,0.707603455,0.755271912,0.829197705,0.725874305,0.831169128,0.738645911,0.833914161,0.834011853,0.831803918,0.83324331
Tomato,52,53,1,0.877543628,0.880140662,0.881546021,0.882133484,0.882868946,0.883744836,0.884289563,0.885479748,0.886427283,0.88937223,0.887093087,0.866217017,0.866473377,0.865960717,0.86530304,0.86404264,0.86517638,0.863194287,0.865753174,0.862702966,0.867488086,0.865314742
Tomato,53,54,1,0.815232873,0.823739648,0.831491113,0.84400481,0.809927344,0.791851819,0.800918579,0.819267273,0.826065063,0.828059375,0.824463904,0.845187366,0.825970471,0.782878101,0.765960693,0.844865441,0.654000878,0.76600039,0.803939819,0.785989404,0.759695411,0.783208211
Tomato,54,55,1,0.898371875,0.900486767,0.900862098,0.900604248,0.901020825,0.899871826,0.899626136,0.90007323,0.900727868,0.90145874,0.90075328,0.804345727,0.804679871,0.80355227,0.802375793,0.799737573,0.79750365,0.799330115,0.797950745,0.799913049,0.800442517,0.799435437
Tomato,55,56,1,0.888645947,0.891235352,0.892785668,0.894451916,0.895132422,0.895762622,0.89655149,0.896402001,0.897532642,0.897410572,0.897115072,0.842193604,0.845842004,0.842730701,0.84374845,0.841940284,0.841368079,0.84034729,0.840829492,0.841088891,0.841210961,0.841043115
Tomato,56,57,1,0.896476746,0.897740185,0.898344398,0.899542212,0.900419593,0.900863647,0.901431262,0.901904285,0.901853919,0.902180493,0.901979566,0.811442554,0.809387207,0.805679321,0.799792469,0.796899438,0.794046044,0.79284972,0.789157093,0.790461719,0.789035022,0.789551278
Tomato,57,58,1,0.869392395,0.876150489,0.880409241,0.883987427,0.886122108,0.887918115,0.889219642,0.890766919,0.891993701,0.893377662,0.892046094,0.824076831,0.826965332,0.808454871,0.809135437,0.790353417,0.793104529,0.786936939,0.792532325,0.784492493,0.794799805,0.790608207
Tomato,58,59,1,0.856440723,0.87449491,0.878176868,0.879981995,0.880900562,0.881922901,0.882444739,0.883528113,0.884123206,0.884878516,0.884176612,0.792118847,0.813615441,0.823544323,0.825291455,0.822605908,0.821400464,0.824787915,0.82333374,0.820144653,0.818115234,0.820531209
Tomato,59,60,1,0.887022376,0.900431812,0.90587616,0.906953454,0.907057166,0.907937646,0.90725553,0.907966614,0.907519519,0.908889771,0.908125301,0.780180335,0.868763745,0.848207116,0.864497364,0.855815113,0.867405713,0.854502857,0.868328869,0.855874658,0.866113305,0.863438944
Tomato,60,61,1,0.833099365,0.848567188,0.861820996,0.87122345,0.877169788,0.880111694,0.883557141,0.888598621,0.89087373,0.892744422,0.890738924,0.885488868,0.854911804,0.798034668,0.701919556,0.727743506,0.632589698,0.673817456,0.632780433,0.668046594,0.651225269,0.650684098
Tomato,61,62,1,0.890142798,0.905638099,0.908709705,0.910173059,0.910369873,0.910453796,0.91053772,0.910041809,0.910644531,0.910202026,0.910296122,0.749185205,0.732785046,0.747184753,0.756686389,0.754075646,0.762557983,0.756582618,0.761555493,0.760826111,0.758454919,0.760278841
Tomato,62,63,1,0.726882935,0.765159607,0.850457788,0.858007789,0.872576892,0.875830054,0.878346264,0.879307568,0.881913781,0.882160962,0.881127437,0.681773365,0.595075965,0.637031555,0.784706116,0.734306335,0.770184338,0.759275794,0.790266395,0.773554981,0.784133911,0.782651762
Tomato,63,64,1,0.839772046,0.879852295,0.900764465,0.905526757,0.907868981,0.908596814,0.909716785,0.910716236,0.910923779,0.911344886,0.910994967,0.513034046,0.83405149,0.85747987,0.865815759,0.868183911,0.868119836,0.86731112,0.863932788,0.868038952,0.862199426,0.864723722
Tomato,64,65,1,0.88445127,0.891271949,0.896835327,0.898496985,0.899833679,0.900190711,0.899594128,0.897773743,0.899363697,0.901359558,0.899498999,0.816896081,0.814633191,0.813076794,0.79875946,0.816047668,0.789070129,0.826466382,0.802091956,0.833961487,0.820405602,0.818819682
Tomato,65,66,1,0.887936413,0.890252709,0.890792847,0.891958594,0.892118812,0.892950416,0.89314729,0.893602014,0.893550098,0.894091785,0.893747965,0.858564734,0.855493188,0.857797265,0.857743859,0.857722461,0.857621789,0.856387317,0.85786593,0.860684216,0.859152198,0.859234114
Tomato,66,67,1,0.818397522,0.832273841,0.838792443,0.842984021,0.846429467,0.849749744,0.856866479,0.862867713,0.866395593,0.865269482,0.864844263,0.777568042,0.80052489,0.815994263,0.823292553,0.815431237,0.82169646,0.832069397,0.855306983,0.836854577,0.896319568,0.862827043
Tomato,67,68,1,0.87638855,0.890559375,0.89617312,0.89805907,0.900303662,0.901432812,0.902417004,0.903083801,0.903372169,0.904269397,0.903575122,0.767947376,0.778771996,0.800930798,0.814195275,0.823452771,0.824368298,0.822892785,0.819158912,0.812277198,0.811737061,0.814391057
Tomato,68,69,1,0.844589233,0.848268151,0.872801185,0.875643909,0.877832055,0.87702024,0.878982544,0.878451526,0.881790161,0.881719947,0.880653878,0.609730542,0.785772681,0.812477112,0.810400367,0.814662158,0.807179272,0.814611793,0.809762597,0.815719604,0.811526477,0.812336226
Tomato,69,70,1,0.857376099,0.870576501,0.874478161,0.877937317,0.878826916,0.879431129,0.879888892,0.880433679,0.880520642,0.880361915,0.880438745,0.803440869,0.841290295,0.841758728,0.842794776,0.843772888,0.844415307,0.84059751,0.841873169,0.839923084,0.840467811,0.840754688
Tomato,70,71,1,0.89655,0.901020825,0.90259707,0.903147876,0.903367639,0.904000878,0.903820813,0.904376209,0.904141247,0.90448606,0.904334505,0.864495873,0.860287488,0.865287781,0.863839746,0.863717675,0.86201936,0.86075896,0.860414147,0.859474182,0.860015869,0.859968066
Tomato,71,72,1,0.880787671,0.886248767,0.888723731,0.88999331,0.890696704,0.891966224,0.892555237,0.893893421,0.894586205,0.895426929,0.894635518,0.871676624,0.87738955,0.879762292,0.880561829,0.881521583,0.881108105,0.880325317,0.877833545,0.875765979,0.87223357,0.875277698
Tomato,72,73,1,0.852146924,0.883401513,0.902833581,0.906893909,0.911079407,0.913153052,0.914013684,0.915242016,0.916529834,0.917324841,0.916365564,0.829394519,0.851528943,0.861431897,0.851100147,0.850965858,0.853047192,0.853631616,0.852912903,0.854556262,0.852120996,0.85319672
Tomato,73,74,1,0.887084961,0.89415282,0.896813989,0.898281872,0.90019989,0.901492298,0.903150916,0.904689014,0.904714942,0.905398548,0.904934168,0.851846337,0.85105741,0.8484146,0.83618468,0.830212414,0.80292356,0.803163171,0.767814636,0.791650414,0.747636437,0.769033829
Tomato,74,75,1,0.863578796,0.88886261,0.891523719,0.891523719,0.892362952,0.891336083,0.892217994,0.891650379,0.892784119,0.892533898,0.892322799,0.762113929,0.815252662,0.818118274,0.816821277,0.817134082,0.818324268,0.818917871,0.820663452,0.820956409,0.823777795,0.821799219
Tomato,75,76,1,0.87034148,0.874505639,0.876742542,0.877435327,0.878800988,0.879817188,0.88003844,0.881002784,0.880938709,0.881320179,0.881087224,0.859434485,0.849681079,0.84765017,0.836927772,0.838620007,0.827392578,0.837666333,0.816592395,0.832434058,0.812727332,0.820584595
Tomato,76,77,1,0.902101159,0.905604541,0.908065796,0.908721924,0.909988403,0.910723865,0.910797119,0.910838306,0.911346436,0.911009192,0.911064645,0.845024109,0.832125843,0.847492993,0.845400989,0.851918042,0.850212097,0.850387573,0.852941871,0.848291039,0.852525353,0.851252755
Tomato,77,78,1,0.859449744,0.877009571,0.882789612,0.887911975,0.889585853,0.891067505,0.892500281,0.89340055,0.894396961,0.895103455,0.894300322,0.836100757,0.829061866,0.798184216,0.781802356,0.76915437,0.776200891,0.76802367,0.773597717,0.767027259,0.768452466,0.769692481
Tomato,78,79,1,0.829202294,0.878555298,0.889337182,0.893582165,0.895085156,0.895870984,0.896823108,0.897637963,0.898074329,0.898745716,0.898152669,0.658889771,0.852548242,0.806193531,0.812728882,0.811926246,0.814709485,0.814973474,0.816056848,0.820005774,0.817268372,0.817776998
Tomato,79,80,1,0.870643616,0.905920386,0.907296777,0.90852356,0.909153759,0.909390271,0.91015321,0.910311878,0.910726905,0.910713196,0.910583993,0.785592675,0.8380844,0.837649524,0.839250207,0.84084475,0.841079712,0.841972351,0.842417896,0.843025208,0.8443802,0.843274434
Tomato,80,81,1,0.821896374,0.85068208,0.86403501,0.880499244,0.89327395,0.894761682,0.895771801,0.896891773,0.897972107,0.898532093,0.897798657,0.767739892,0.741915882,0.863999963,0.840115368,0.86352998,0.874040246,0.876269519,0.878108203,0.876622021,0.875161767,0.876630664
Tomato,81,82,1,0.830305457,0.872456372,0.88179934,0.886326611,0.88848573,0.889825463,0.891081214,0.891917408,0.892485023,0.893035889,0.89247944,0.777955651,0.833177209,0.846008301,0.844184875,0.840493798,0.837774634,0.834393322,0.832937598,0.830087304,0.827671826,0.830232243
Tomato,82,83,1,0.822193921,0.829861462,0.833404541,0.837614417,0.83921659,0.84185487,0.84425354,0.84551394,0.847456336,0.849783301,0.847584526,0.856361389,0.852030933,0.851826489,0.854052722,0.85181731,0.854609668,0.851696789,0.859132409,0.855244458,0.860577404,0.85831809
Tomato,83,84,1,0.863954186,0.878855884,0.884265125,0.887391686,0.889776587,0.893240333,0.89591825,0.898677051,0.900491357,0.901631176,0.900266528,0.793458581,0.803433239,0.80696106,0.804124475,0.810432434,0.805375695,0.814190686,0.811526477,0.820593238,0.817337036,0.816485584
Tomato,84,85,1,0.887203991,0.890003979,0.893099964,0.896534741,0.898252845,0.898918152,0.898519874,0.898594677,0.898071289,0.898460388,0.898375452,0.881446838,0.883161902,0.880532861,0.877532959,0.878326416,0.877171338,0.877004981,0.879962146,0.879890442,0.882286072,0.880712887
Tomato,85,86,1,0.872802734,0.89037019,0.893164039,0.895445228,0.894586205,0.894885242,0.892823815,0.897105396,0.897073388,0.900289893,0.898156226,0.828732312,0.832765222,0.832986474,0.840803504,0.832351685,0.84324801,0.824398816,0.843537927,0.832173169,0.849867225,0.84185944
Tomato,86,87,1,0.887376428,0.892845154,0.895150781,0.897032142,0.899560571,0.900889575,0.901928723,0.902839661,0.90348357,0.904751599,0.90369161,0.867369056,0.871858239,0.871139526,0.872546375,0.87134093,0.871502697,0.869342029,0.868800342,0.868492126,0.866615295,0.867969255
Tomato,87,88,1,0.888050854,0.892868042,0.893956006,0.894386292,0.893437207,0.892292798,0.892495751,0.892985523,0.893893421,0.895111084,0.893996676,0.867584229,0.859744251,0.867452979,0.866194129,0.872123718,0.870306373,0.876148999,0.876155078,0.878694177,0.879129052,0.877992769
Tomato,88,89,1,0.889012158,0.897277832,0.900265515,0.901196301,0.902052283,0.902711511,0.902627587,0.903697193,0.904335022,0.905053735,0.904361983,0.865992725,0.872305274,0.869908154,0.872280896,0.872460961,0.873599231,0.873968482,0.871963501,0.872909546,0.870561242,0.87181143
Tomato,89,90,1,0.843644738,0.887313843,0.8912552,0.892935157,0.894477844,0.894967675,0.895495594,0.896400452,0.897996545,0.89881289,0.897736629,0.858575463,0.833154321,0.827603161,0.830381751,0.833964527,0.834278882,0.833856225,0.834780872,0.833993554,0.838537574,0.835770667
Tomato,90,91,1,0.853384376,0.865313709,0.873872399,0.880209327,0.88280946,0.883630395,0.885284424,0.884628296,0.884692371,0.885122657,0.884814441,0.878512561,0.877110302,0.875473022,0.871878028,0.866622925,0.869722009,0.852023304,0.869245887,0.840945423,0.866374195,0.858855168
Tomato,91,92,1,0.894424438,0.899337769,0.902357459,0.905647278,0.907775879,0.908441186,0.909471154,0.909834266,0.910888672,0.911351025,0.910691321,0.849136353,0.845430017,0.84576875,0.839233398,0.841491699,0.834861755,0.838493347,0.836004615,0.839297473,0.837849438,0.837717175
Tomato,92,93,1,0.888624549,0.904409766,0.905070484,0.902015686,0.896806359,0.908290088,0.908219934,0.908779919,0.907234192,0.906054676,0.907356262,0.848852515,0.849703968,0.855313122,0.841018677,0.853694141,0.855619788,0.856687903,0.853994727,0.860684216,0.853010535,0.855896493
Tomato,93,94,1,0.893322766,0.896701038,0.897343457,0.897836328,0.899360657,0.900370777,0.902275085,0.903581262,0.906953454,0.907080054,0.90587159,0.817098975,0.815077186,0.818119824,0.813842773,0.818156421,0.804786682,0.806941211,0.786685169,0.791918933,0.799748242,0.792784115
Tomato,94,95,1,0.894047558,0.902795434,0.906539917,0.906085193,0.907185376,0.908796668,0.909797668,0.910571277,0.911813378,0.91153872,0.911307792,0.862516761,0.864425659,0.851791382,0.863607764,0.855616748,0.863807678,0.860673547,0.860600293,0.860784888,0.863859534,0.861748238
Tomato,95,96,1,0.856393456,0.867266834,0.874351501,0.876185596,0.880393982,0.882841468,0.885493457,0.887709022,0.887306213,0.888513207,0.887842814,0.827197254,0.833982825,0.828999341,0.843218982,0.830217004,0.832119763,0.828434765,0.822138965,0.818087757,0.80897367,0.816400131
Tomato,96,97,1,0.881402612,0.884638965,0.887492359,0.89011842,0.892832935,0.895962536,0.898503125,0.900163293,0.901812732,0.90258944,0.901521822,0.841156006,0.838931262,0.834437549,0.826632679,0.821929932,0.81476897,0.806840539,0.80632174,0.807397485,0.805558801,0.806426009
Tomato,97,98,1,0.85899961,0.883367896,0.888211071,0.896586597,0.898632824,0.902267456,0.905834973,0.907832325,0.908378601,0.90889895,0.908369958,0.774670422,0.831016541,0.779083252,0.802070618,0.803266883,0.80304563,0.785400391,0.792283654,0.790399194,0.793444812,0.792042553
Tomato,98,99,1,0.858108521,0.868344128,0.873262048,0.876159668,0.878790259,0.880107105,0.8815552,0.883157372,0.88458097,0.885038733,0.884259025,0.794531226,0.820861816,0.836979687,0.844500721,0.848844886,0.852079749,0.855267346,0.856451392,0.856848121,0.858076453,0.857125322
Tomato,99,100,1,0.871211231,0.884675622,0.889225781,0.891368091,0.892689526,0.893615723,0.894792199,0.894622803,0.895581067,0.895721436,0.895308435,0.846760571,0.853182971,0.845954895,0.838659644,0.839755237,0.830723584,0.83581084,0.828392029,0.835215747,0.824842811,0.829483529
Tomato,100,1,2,0.472979724,0.703048706,0.570880115,0.74924624,0.724096656,0.696182251,0.771266162,0.78818357,0.806141675,0.813224792,0.802516679,0.53805083,0.570292652,0.727003455,0.567481995,0.682730079,0.6081146,0.517410278,0.519589245,0.618348718,0.562576294,0.566838086
Tomato,101,2,2,0.814219654,0.817866504,0.835491955,0.852218628,0.846569836,0.826335132,0.854809582,0.863464355,0.867079139,0.868470788,0.866338094,0.66368258,0.729304492,0.73336792,0.758587658,0.736918628,0.775799572,0.772915661,0.78515625,0.782548547,0.787036121,0.784913639
Tomato,102,3,2,0.758209229,0.791139245,0.801849365,0.802763343,0.801817298,0.814625561,0.817892432,0.810411096,0.813461304,0.816313148,0.813395182,0.776924133,0.821641564,0.788772583,0.82812041,0.786279321,0.835878015,0.769923389,0.830242932,0.764788806,0.837583899,0.810871879
Tomato,103,4,2,0.852001965,0.863612354,0.863671899,0.853680432,0.829591393,0.85773313,0.866333008,0.868733227,0.869084179,0.866319299,0.868045568,0.835447669,0.805732727,0.825141907,0.822193921,0.864486694,0.81376189,0.842509449,0.838732898,0.844525158,0.836837769,0.840031942
Tomato,104,5,2,0.813145459,0.813194275,0.839683533,0.84500277,0.85760802,0.861824036,0.861828625,0.855383277,0.844696045,0.868237317,0.856105546,0.692144752,0.787774682,0.796897888,0.794828773,0.778414905,0.783598304,0.742646813,0.764122009,0.743438721,0.776068091,0.761209607
Tomato,105,6,2,0.853390515,0.872717261,0.876486182,0.87525481,0.873594642,0.873904407,0.869604468,0.880593896,0.878364563,0.881903052,0.88028717,0.690977454,0.798953235,0.812133789,0.820594788,0.822869897,0.81048429,0.830473304,0.806925952,0.816188037,0.796638489,0.80658416
Tomato,106,7,2,0.831393421,0.845985413,0.856280506,0.857525647,0.864625573,0.867303491,0.869647205,0.870118737,0.866476417,0.860372901,0.865656018,0.8155182,0.820576489,0.82384795,0.792900085,0.807055652,0.792060852,0.802664161,0.75856936,0.811375439,0.696090698,0.755345166
